Agha Khan Comments,Agha Khan Ratings,Agha Khan Sentiment,Coptic Comments,Coptic Ratings,Coptic sentiment,Kenyatta Comments,Kenyatta Rating,Kenyatta sentiment,Kenyatta University Comments,Kenyatta University Ratings,Kenyatta sentiment,Mama Lucy Comments,Mama Lucy Ratings,Mama Lucy sentiment,Mbagathi Comments,Mbagathi Ratings,Mbagathi sentiment,Mshah Comments,Mshah Ratings,Mshah sentiment,Nairobi Hospital Comments,Nairobi Hospital Rating,Nairobi sentiment,Nairobi West Comments,Nairobi West Ratings,Nairobi West sentiment,Pumwani Comments,Pumwani Ratings,Pumwani sentiment,,REVIEW,SENTIMENT,RATING
Great hospital with time conscious caregivers and all the specialist clinics you may be in search of.,5,positive,,1,,"They have really great facilities and offer services to  NHIF holders. It has various departments:
1. Cancer Center �",4,positive,,,,,,,,,,Linda gives excellent service and saved the day please train other frontline staff to get level of service.,5,positive,,,,Good quality services offered.,4,positive,,,,,Great hospital with time conscious caregivers and all the specialist clinics you may be in search of.,positive,5
They got good services,1,positive,,5,,The hospital has excellent service and patients report that the doctors and nurses have a very good sense of service to patients.  Hygiene is taken seriously and there is not a whiff of the usual hospital odors. There is also a restaurant that serves meals and drinks nearby. Highly recommended,4,positive,,,,,,,,,,"Excellent care full of love and professionalism.Home away from home, keep up the good spirit
Dr Waigumo Barikiwa sana",1,positive,,,,Very nice and helpful reception,2,positive,,,,,They got good services,positive,1
Qualified staff working as a team to deliver the best in medical practice.,1,positive,,5,,1st class referral hospital with friendly and committed doctors.,3,positive,,,,,,,,,,Kindly offer insurance services. How on earth do I pay ksh 20000 for root canal,5,negative,,,,The services were so affordable.,5,positive,,,,,Qualified staff working as a team to deliver the best in medical practice.,positive,1
Its one of the best Hospital in East and Central Africa .,5,positive,,5,,"The staff are super amazing, friendly and helpful especially in the oncology department (cancer care).
The guy in the oncology Admin TOM he is God sent always willing to assist at all times and very swift in his work.",5,positive,,,,,,,,,,The staff at MP shah are very courteous all the way from customer care to the doctors,2,positive,,,,Excellent place to receive medication,5,positive,,,,,Its one of the best Hospital in East and Central Africa .,positive,5
A little bit pricey but excellent service,5,positive,,5,,The worst place to take a patient if you love them. The level of laziness and negligence is unbelievable. Took our patient there in a critical condition and nothing was been done on him despite crazy billing. We requested for his discharge and it took us almost two days to get him released even with the money ready. SOO DISAPPOINTED!!!,1,negative,,,,,,,,,,You can wsit the whole of your lifetime just to get attended to..it took 6hrs just to get the results�..a private hospital operating poorly than a public one,1,negative,,,,"Worst experience
Slow attendance
Management - confused",5,negative,,,,,A little bit pricey but excellent service,positive,5
The  best but it beautiful if you make in appointment,3,positive,,5,,"This is an example of if systems works in our country. Despite the ownership non-sense, The hospital will serve Us well.
Dear Board, don't disappoint us. We have our trust in you for effective and efficient running of this hospital.
Viva Kenya",5,positive,,,,,,,,,,"I enjoyed my stay, good work...
Malek and Lalji Ward Staff",5,positive,,,,Generally clean and friendly personnel,5,positive,,,,,The  best but it beautiful if you make in appointment,positive,3
"good n friendly staff,disciplined,professional workforce",5,positive,,5,,"We had an okay experience here until today, when my aunt, who has been hospitalized for about 2 weeks was the recipient of pure negligence. The doctors/nurses forgot to administer to her insulin, resulting in her passing out as she tried to �",1,negative,,,,,,,,,,Found friendly and patient members of staff.,5,positive,,,,Good services are offered,5,positive,,,,,"good n friendly staff,disciplined,professional workforce",positive,5
A comprehensive hospital in terms of hospital care but prohibitive cost wise,5,positive,,5,,"Despite being a government facility and with the tradition of sluggishness associated with this category,the team at the gate were very polite,efficient and effective .The team at the hospital reception were also exceptional.Let them keep up with the good work.",5,negative,,,,,,,,,,"In the past few years, The hospital was arguably the best as there were no delays. However, lately, things have changed and it's super slow. I feel that radiant is even doing better nowadays",2,negative,,,,"Fast, automated and deciplined service.",5,positive,,,,,A comprehensive hospital in terms of hospital care but prohibitive cost wise,positive,5
"Best service, good altitude from workers.",1,positive,,5,,This hospital has a very organised system for those visiting. Very clean .,1,positive,,,,,,,,,,I had excellent experience with specially with Dr.shailendar inamdar who treated me very well as I had sinus and he did the surgery very well.,5,positive,,,,One of the best and reliable hospital in Nairobi,5,positive,,,,,"Best service, good altitude from workers.",positive,1
Dr. Wahu makes sure we're satisfied,5,positive,,1,,"Really disappointed with the laboratory services especially the reception area. The staffs are too slow and not sure of what to do.
Bringing a patient and waiting for hours is not fair. �",4,negative,,,,,,,,,,I recieved quality personalised care at the m.p.shah hospital. Well done,5,positive,,,,The nurses were so good,1,positive,,,,,Dr. Wahu makes sure we're satisfied,positive,5
"it is easily accessible from Nairobi CBD,",1,positive,,5,,"The infrastructure is top-notch but the staff are terrible!!! They should honestly be ashamed of themselves... Talk of pathetic attitude, laziness, ignorance, etc... I'm not trying to be a pessimist but honestly, if the staff don't change, they'll only lead to the downfall of the hospital... WAKE UP KUTRRH STAFF!!!",5,positive,,,,,,,,,,"Very nice hospital, I would recommend it to family and friends. The hospital is clean and first class nursing care and healthy care. I wish to particularly single out DR.  Hussein M. Bagha, Head of Renal Unit for his devotion to his �",1,positive,,,,"Good service,,, appreciated",5,positive,,,,,"it is easily accessible from Nairobi CBD,",positive,1
A bit slow but all services are available,5,positive,,5,,"A great referral public hospital offering quality and affordable healthcare, they have modern facilities and competent staff who are always willing to assist while offering great services to their patients. But there's no Walk in services you must a referral from another healthcare facility before seeking treatment there.",4,positive,,,,,,,,,,Quality dental services any time at affordable rates. Keep up!,1,positive,,,,Their admission and processing paperwork takes so long.,5,positive,,,,,A bit slow but all services are available,positive,5
Very disappointed with how nurses are treating clients,5,positive,,4,,"How i wish we never landed here we are only left with broken heart negligence of the highest level a patient falling from a hospital bed with no one to attend to her trying to go and relieve herself not ones nor twice,waiting for a relative �",5,negative,,,,,,,,,,Nurse Stella was helpful and Eve at the reception was friendly and very patient.,4,positive,,,,Good customer service...Kudozz,5,positive,,,,,Very disappointed with how nurses are treating clients,positive,5
Excellent medical facilities,4,positive,,5,,Went on a Saturday not crowded  the customer service lady was really nice.this is not same as kenyatta hospital they are totally different  .This is the university hospital .Thank u James from 1st floor theater you answer all I needed,5,positive,,,,,,,,,,"Having lost pregnancies in the past,when i concieved again i went to Mp shah and was advised (Dr.Cheryl) to start my clinic at Waridi.
I met Dr.Muriuki (God bless you sir....may your cup never dry) who walked with �",5,positive,,,,Appreciate all stffs at HDU,1,positive,,,,,Excellent medical facilities,positive,4
Private hospital with highly specialised treatment,4,positive,,5,,"Discharging my patient took a whole 1 week
Reason being the ""doctor has not written the discharge summary."" We were made to pay for the extra days yet he was on oral medication.",5,negative,,,,,,,,,,"I have never seen a Java Branch this small. I was like awwww??, I don't care how that sounds but as a fan of Java Coffee House, it's cute. �",1,negative,,,,Good service to everyone,1,positive,,,,,Private hospital with highly specialised treatment,positive,4
Great experience,4,positive,,5,,"Simply amazing. well set,clean,expansive accommodation and a most elaborate system of receiving and caring for emergency cases.Kudos to the carers and security detail.",5,positive,,,,,,,,,,Clean and friendly environment with friendly staff,5,positive,,,,The service was quick,5,positive,,,,,Great experience,positive,4
The experience with google map is amazing,4,positive,,4,,"State of the Art, patient centred hospital that will be of great help to Kenyans.",4,positive,,,,,,,,,,The pediatric section is extremely slow. An everage waiting time of upto 5 hours.  Even in a seemingly empty wing. Never can I visit again. Good riddance!,3,negative,,,,Good service however long queues and place under renovation,5,negative,,,,,The experience with google map is amazing,positive,4
